experiment_name,run_dir,episodes,total_steps,mean_episode_reward,baseline_mean_episode_reward,reward_improvement,interceptor_win_rate,baseline_interceptor_win_rate,win_rate_improvement,response_policy_accuracy,switch_count,process_pass,engineering_pass,paper_like_pass,judgement,interceptor_max_speed,intruder_max_speed,collision_radius,total_timesteps,seed
continuous_sweep_is0p022_us0p016_cr0p08_ts300000_s42,runs/continuous_sweep_is0p022_us0p016_cr0p08_ts300000_s42/20260513_072804,300,13973,-106.81686517798006,-104.68577306669056,-2.1310921112895045,0.0033333333333333335,0.006666666666666667,-0.0033333333333333335,0.9937737064338367,,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.022,0.016,0.08,300000,42
continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth16_dc0p01_wu40_cd160_mg1_nv0p001_mx8_oufalse,runs/continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth16_dc0p01_wu40_cd160_mg1_nv0p001_mx8_oufalse/20260514_015213,300,13000,-107.65988312548895,-105.95892317854663,-1.7009599469423193,0.0,0.013333333333333334,-0.013333333333333334,0.3353846153846154,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth18_dc0p01_wu40_cd120_mg1p25_nv0p001_mx8_oufalse,runs/continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth18_dc0p01_wu40_cd120_mg1p25_nv0p001_mx8_oufalse/20260514_015256,300,13000,-107.65988312548895,-105.95892317854663,-1.7009599469423193,0.0,0.013333333333333334,-0.013333333333333334,0.3353846153846154,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth20_dc0p01_wu40_cd200_mg1p5_nv0p001_mx8_oufalse,runs/continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth20_dc0p01_wu40_cd200_mg1p5_nv0p001_mx8_oufalse/20260514_015200,300,13000,-107.65988312548895,-105.95892317854663,-1.7009599469423193,0.0,0.013333333333333334,-0.013333333333333334,0.3353846153846154,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth20_dc0p02_wu40_cd160_mg1p5_nv0p0005_mx8_oufalse,runs/continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth20_dc0p02_wu40_cd160_mg1p5_nv0p0005_mx8_oufalse/20260514_015247,300,13000,-107.65988312548895,-105.95892317854663,-1.7009599469423193,0.0,0.013333333333333334,-0.013333333333333334,0.3353846153846154,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth24_dc0p01_wu40_cd200_mg2_nv0p001_mx8_oufalse,runs/continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth24_dc0p01_wu40_cd200_mg2_nv0p001_mx8_oufalse/20260514_015227,300,13000,-107.65988312548895,-105.95892317854663,-1.7009599469423193,0.0,0.013333333333333334,-0.013333333333333334,0.3353846153846154,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_geometry_confirm_balanced_is0p03_us0p016_cr0p08_ts1500000_s43_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_geometry_confirm_balanced_is0p03_us0p016_cr0p08_ts1500000_s43_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse/20260515_234752,800,28116,-59.87907059448695,-55.589529042089396,-4.2895415523975515,0.22,0.235,-0.014999999999999986,0.33496941243420114,29.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_oufalse/20260514_090241,300,12960,-106.42506337613362,-91.28706244442874,-15.13800093170488,0.0033333333333333335,0.07,-0.06666666666666668,0.3333333333333333,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_oufalse/20260514_092632,300,12960,-106.42506337613362,-91.28706244442874,-15.13800093170488,0.0033333333333333335,0.07,-0.06666666666666668,0.3333333333333333,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_confirm_is0p03_us0p016_cr0p1_ts1500000_s43,runs/continuous_confirm_is0p03_us0p016_cr0p1_ts1500000_s43/20260513_234537,800,32676,-91.39838782980134,-71.15730914131747,-20.241078688483867,0.07125,0.15875,-0.08750000000000001,0.3387807565185457,745.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.1,1500000,43
continuous_sweep_is0p03_us0p018_cr0p08_ts300000_s42,runs/continuous_sweep_is0p03_us0p018_cr0p08_ts300000_s42/20260513_043225,300,13537,-103.57524019251665,-81.6166285523211,-21.958611640195542,0.013333333333333334,0.11333333333333333,-0.09999999999999999,0.9937947846642535,,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.018,0.08,300000,42
continuous_confirm_is0p03_us0p016_cr0p08_ts1500000_s43,runs/continuous_confirm_is0p03_us0p016_cr0p08_ts1500000_s43/20260513_234531,800,32666,-82.890149850352,-55.589529042089396,-27.300620808262607,0.11125,0.235,-0.12374999999999999,0.36169105491948816,956.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,43
continuous_confirm_is0p03_us0p016_cr0p1_ts1500000_s44,runs/continuous_confirm_is0p03_us0p016_cr0p1_ts1500000_s44/20260513_234614,800,33216,-84.49239731532165,-55.547444330956594,-28.94495298436506,0.105,0.23625,-0.13124999999999998,0.35440751445086704,921.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.1,1500000,44
continuous_confirm_is0p03_us0p016_cr0p1_ts1500000_s42,runs/continuous_confirm_is0p03_us0p016_cr0p1_ts1500000_s42/20260513_234455,800,36501,-95.37586242563818,-61.18849071837231,-34.18737170726587,0.0575,0.2075,-0.15,0.3325114380427934,1014.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.1,1500000,42
continuous_confirm_is0p026_us0p018_cr0p1_ts1500000_s43,runs/continuous_confirm_is0p026_us0p018_cr0p1_ts1500000_s43/20260513_234237,800,29816,-93.4673583809103,-60.11160729893856,-33.35575108197174,0.05625,0.215,-0.15875,0.3571907700563456,901.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.026,0.018,0.1,1500000,43
continuous_sam_confirm_is0p03_us0p016_cr0p08_ts1500000_s43_samth14_dc0p01_wu40_cd160_mg0p75_nv0p001_mx8_oufalse,runs/continuous_sam_confirm_is0p03_us0p016_cr0p08_ts1500000_s43_samth14_dc0p01_wu40_cd160_mg0p75_nv0p001_mx8_oufalse/20260514_045736,800,34627,-104.4049764236138,-55.589529042089396,-48.81544738152441,0.01,0.235,-0.22499999999999998,0.334623270858001,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,43
